Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2016 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,
2016,10040,1040,Southeast Area Transit(SEAT),Active,Full Reporter,Preston,CT,2010,"Norwich-New London, CT-RI",174,152,"209,190",Existing 2016,"$2,108,004","$2,100,017","$2,159,922",$0,$0,$0,$0,$0,"$2,887,820",$0,"$3,117,724","$3,281,543","$3,767,950","$3,861,558","$4,179,682","$4,257,475","$4,752,699","$4,957,937","$5,238,305","$5,267,873","$5,577,737","$6,357,112","$7,716,197","$6,184,009","$7,152,980","$7,311,276",,,,
1997,10041,1041,Westport Transit District,Inactive,Full Reporter,Norwalk,CT,1990,"Norwalk, CT",209,49,"108,888",Pre 2016,$0,"$1,186,433","$739,888","$681,166",$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,
2016,10042,1042,Valley Transit District(VTD),Active,Full Reporter,Derby,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",Existing 2016,"$915,761","$1,034,415","$1,267,645","$889,879","$929,456","$971,535","$900,117","$1,373,000","$1,548,540","$1,243,270","$1,319,661","$412,003","$1,823,999","$2,901,787",$0,$0,"$2,006,191","$1,187,943","$1,218,271","$1,284,006","$1,582,921","$2,317,460","$1,612,857","$1,634,183","$1,660,748","$1,596,901",,,,
2016,10045,1045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.(CDOT CTTransit DATTCO),Active,Full Reporter,New Britain,CT,2010,"Hartford, CT",47,516,"924,859",Existing 2016,"$482,894","$459,632","$452,278",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,674,480","$3,104,228","$2,456,004","$2,671,594","$4,181,636",,,,
2010,10047,1047,"New Britain Transportation Company, Inc.",Inactive,Full Reporter,Berlin,CT,2000,"Hartford, CT",45,469,"851,535",Pre 2016,$0,$0,$0,"$1,044,086",$0,$0,"$1,053,963","$1,034,222","$1,050,444","$1,169,105","$1,315,470","$1,316,440",$0,"$1,609,915",$0,"$1,803,921",$0,"$2,590,438","$2,763,401","$2,532,451",,,,,,,,,,
2016,10048,1048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division(CTTransit),Active,Full Reporter,Hartford,CT,2010,"Hartford, CT",47,516,"924,859",Existing 2016,"$29,050,675","$28,609,109","$29,979,866","$29,719,791","$29,211,204","$32,872,514","$34,026,290","$31,575,836","$33,234,929","$32,894,527","$34,692,939","$37,019,625","$43,800,753","$58,022,831","$39,439,077","$56,183,547","$66,010,395","$70,228,819","$58,742,851","$57,302,015","$70,419,407","$69,216,788","$69,048,426","$71,354,243","$110,325,426","$165,845,169",,,,
2016,10049,1049,The Greater New Haven Transit District(GNHTD),Active,Full Reporter,Hamden,CT,2010,"New Haven, CT",72,306,"562,839",Existing 2016,"$2,408,293","$2,285,136","$2,551,651","$3,266,651","$5,764,798","$3,211,882","$4,174,773","$4,134,583","$3,512,489","$3,865,810","$7,366,959","$7,761,820","$10,040,274","$7,319,319","$7,856,310","$9,114,347","$12,518,368","$10,527,713","$10,200,977","$10,059,964","$9,799,756","$10,402,964","$10,460,217","$12,347,816","$12,228,994","$12,467,616",,,,
2016,10050,1050,Greater Bridgeport Transit Authority(GBT),Active,Full Reporter,Bridgeport,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",Existing 2016,"$10,117,156","$9,973,077","$18,178,301","$9,447,000","$11,563,060","$11,006,610","$10,558,041","$14,661,704","$11,701,698","$13,014,268","$13,507,303","$13,458,769","$12,843,396","$24,597,273","$14,483,182","$17,020,432","$15,938,785","$18,106,024","$22,638,426","$20,858,291","$23,016,522","$25,170,930","$29,402,327","$23,230,074","$23,166,704","$22,859,840",,,,
2016,10051,1051,Housatonic Area Regional Transit(HARTransit),Active,Full Reporter,Danbury,CT,2010,"Danbury, CT-NY",201,132,"168,136",Existing 2016,"$2,943,888","$3,523,755","$5,679,097","$4,133,572","$4,642,318","$5,994,757","$8,809,602","$6,099,632","$3,466,724","$3,247,755","$3,772,278","$7,631,175","$5,468,633","$4,907,275","$4,916,294","$5,241,567","$7,526,611","$9,462,583","$6,767,066","$7,099,336","$6,757,472","$7,320,268","$7,093,406","$8,703,078","$13,339,492","$8,007,764",,,,
2006,10052,1052,"New Britain Transportation Company, Inc.",Inactive,Full Reporter,Berlin,CT,2000,"Hartford, CT",45,469,"851,535",Pre 2016,$0,$0,$0,"$215,016",$0,"$202,388","$209,777","$185,157","$227,019","$258,405","$274,599","$247,643",$0,"$207,141",$0,"$216,717",,,,,,,,,,,,,,
2016,10053,1053,Cape Ann Transportation Authority(CATA),Active,Full Reporter,Gloucester,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",Existing 2016,"$1,429,790","$1,208,579","$1,253,047","$6,118,430","$3,418,627","$1,475,498","$1,505,202","$2,353,669","$2,771,971","$3,480,922","$2,167,240","$2,872,137","$3,770,989","$2,601,263","$4,824,679","$2,358,457","$2,646,394","$2,839,546","$2,636,232","$2,680,868","$3,323,598","$3,924,466","$2,698,738","$2,936,876","$3,225,776","$3,437,836",,,,
2016,10055,1055,Connecticut Department of Transportation - CTTRANSIT New Haven Division(CTTRANSIT),Active,Full Reporter,Hartford,CT,2010,"New Haven, CT",72,306,"562,839",Existing 2016,"$16,088,207","$15,986,587","$16,708,541","$16,886,510","$17,181,227","$17,941,643","$17,897,510","$17,765,532","$18,782,507","$24,300,567","$19,898,860","$20,870,065","$22,031,940","$43,390,388","$23,399,004","$25,519,287","$25,520,663","$27,567,012","$43,355,792","$90,208,636","$73,029,001","$40,126,167","$41,518,281","$43,686,274","$45,572,753","$48,998,565",,,,
2016,10056,1056,Connecticut Department of Transportation - CTTRANSIT Stamford Division(CTTransit),Active,Full Reporter,Hartford,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",Existing 2016,"$4,029,371","$4,339,177","$4,738,508","$4,888,373","$5,642,669","$5,838,392","$5,798,640","$5,860,556","$14,306,195","$6,138,969","$14,697,061","$8,341,468","$12,350,022","$8,900,755","$12,813,949","$10,630,926","$10,194,366","$10,739,470","$12,981,005","$15,369,224","$35,863,331","$14,805,466","$15,950,070","$16,336,877","$35,558,217","$16,121,267",,,,
2016,10057,1057,Norwalk Transit District,Active,Full Reporter,Norwalk,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",Existing 2016,"$7,397,783","$3,887,086","$4,494,240","$3,923,723","$9,142,119","$6,939,395","$6,586,259","$6,393,712","$8,946,639","$7,555,875","$16,826,005","$13,805,533","$7,502,436","$15,277,443","$9,108,593","$9,424,234","$11,554,145","$10,543,412","$14,911,644","$14,588,703","$15,968,202","$15,208,333","$14,112,442","$15,617,969","$18,060,660","$20,602,172",,,,
2008,10060,1060,Town of New Milford - New Milford Senior Center,Inactive,Reduced Reporter,New Milford,CT,2000,"Danbury, CT-NY",186,124,"154,455",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,,,,,,,,,
2016,10061,1061,Montachusett Regional Transit Authority(MART),Active,Full Reporter,Fitchburg,MA,2010,"Leominster-Fitchburg, MA",269,65,"116,960",Existing 2016,"$6,045,382","$7,280,881","$7,537,245","$8,666,528","$5,292,145","$7,235,286","$9,165,457","$6,316,364","$7,227,726","$8,096,379","$10,697,042","$9,725,537","$8,710,094","$14,727,815","$18,627,995","$12,097,306","$13,300,497","$14,309,411","$15,457,020","$16,633,221","$15,975,344","$17,708,629","$22,950,078","$21,023,793","$19,081,088","$19,971,748",,,,
2016,10063,1063,Middletown Transit District(MTD),Active,Full Reporter,Middletown,CT,2010,"Hartford, CT",47,516,"924,859",Existing 2016,"$2,766,862","$1,665,801","$1,677,899","$1,840,804","$1,856,992",$0,"$1,919,848","$1,715,191","$1,837,669","$2,017,377","$1,648,877","$2,184,682","$3,090,604","$2,820,711","$1,910,107","$2,145,644","$2,755,873","$2,456,688","$2,889,450","$2,535,340","$4,379,012","$4,002,823","$5,117,319","$11,165,374","$4,804,147","$4,537,656",,,,
2016,10064,1064,Greater Attleboro-Taunton Regional Transit Authority(GATRA),Active,Full Reporter,Taunton,MA,2010,"Providence, RI-MA",39,545,"1,190,956",Existing 2016,"$4,349,137","$5,056,894","$6,884,203","$5,321,291","$7,535,869","$5,754,034","$6,312,323","$7,502,081","$7,901,329","$8,342,897","$8,387,211","$9,948,122","$11,352,869","$9,557,303","$9,356,150","$11,582,438","$12,254,476","$13,748,613","$13,202,819","$17,803,221","$14,929,507","$17,601,570","$18,664,567","$20,024,687","$17,738,467","$19,147,520",,,,
2016,10066,1066,Chittenden County Transportation Authority(CCTA),Active,Full Reporter,Burlington,VT,2010,"Burlington, VT",285,62,"108,740",Existing 2016,"$2,732,420","$5,343,006","$2,658,582","$2,836,135","$3,173,587","$3,797,794","$5,108,600","$7,493,832","$4,644,102","$3,713,303","$6,286,410","$7,042,806","$8,944,269","$6,925,366","$8,166,437","$9,269,014","$9,668,672","$13,376,068","$15,173,725","$13,871,416","$13,071,315","$15,288,074","$16,920,173","$14,239,987","$16,062,653","$20,614,376",,,,
2016,10069,1069,"Regional Transportation Program, Inc.(RTP)",Active,Reduced Reporter,Portland,ME,2010,"Portland, ME",177,136,"203,914",Existing 2016,"$1,277,532","$1,467,600","$1,251,149","$1,063,063","$956,573","$1,338,151","$1,574,323","$1,435,688","$1,839,711","$1,949,842","$2,477,221","$2,189,431","$3,046,482","$2,385,118","$2,179,772","$2,465,641","$2,415,978","$2,567,544","$2,352,130","$2,737,090","$2,733,047","$2,512,970","$3,007,933","$2,409,459","$2,036,885","$2,547,940",,,,
2016,10086,1086,Cooperative Alliance for Seacoast Transportation(COAST),Active,Full Reporter,Dover,NH,2010,"Dover-Rochester, NH-ME",331,66,"88,087",Existing 2016,"$920,803","$1,081,387","$1,086,650","$1,325,934","$1,437,521","$1,197,979","$1,034,876",$0,$0,$0,$0,$0,"$2,343,769","$1,957,929","$2,065,991","$2,171,091","$2,376,376","$2,597,704","$4,092,619","$3,102,659","$5,770,781","$3,970,297","$6,606,936","$4,374,351","$4,787,966","$6,859,309",,,,
2016,10087,1087,Nashua Transit System(NTS),Active,Full Reporter,Nashua,NH,2010,"Nashua, NH-MA",160,182,"226,400",Existing 2016,"$1,067,784","$1,111,962","$1,501,484","$1,217,762","$1,168,510","$1,343,418","$1,348,658","$1,130,439","$1,530,049","$1,233,122","$1,688,582","$4,177,655","$1,878,809","$1,993,033","$2,240,764","$4,356,458","$4,448,204","$2,385,818","$2,389,386","$3,246,342","$2,622,215","$2,590,687","$2,828,678","$2,789,661","$3,035,507","$3,123,974",,,,
2016,10088,1088,Casco Bay Island Transit District(CBITD),Active,Full Reporter,Portland,ME,2010,"Portland, ME",177,136,"203,914",Existing 2016,"$3,128,939","$2,954,187","$2,749,047","$2,943,684","$2,601,074","$2,632,812","$2,737,132","$2,961,854","$3,347,136","$3,530,851","$3,576,168","$3,633,015","$3,763,904","$3,897,943","$4,106,993","$3,668,939","$5,149,129","$2,200,206","$5,031,402","$5,111,259","$4,798,076","$5,071,230","$5,527,864","$12,342,225","$7,044,898","$6,593,611",,,,
2001,10089,1089,Transit Express,Inactive,Full Reporter,Springfield,MA,1990,"Springfield, MA--CT",57,302,"532,747",Pre 2016,"$11,189,543",$0,$0,$0,$0,$0,"$13,765,509","$14,485,942","$14,007,187","$14,500,111","$15,353,210",,,,,,,,,,,,,,,,,,,
2010,10095,1095,"Northeast Transportation Company, Inc.",Inactive,Full Reporter,Waterbury,CT,2000,"Waterbury, CT",159,98,"189,026",Pre 2016,"$3,940,830","$3,904,077","$3,941,763","$3,932,099","$4,095,213","$4,360,531","$4,196,610","$4,334,619","$4,376,725","$4,988,965","$6,526,951","$6,958,261","$7,299,463","$7,606,497","$8,270,491","$8,711,514","$9,173,417","$10,308,890","$11,220,840","$11,486,810",,,,,,,,,,
2016,10096,1096,City of Bangor - BAT Community Connector(BAT),Active,Reduced Reporter,Bangor,ME,2010,"Bangor, ME",441,43,"61,210",Existing 2016,"$652,658","$877,787","$714,083","$788,046","$779,967","$1,361,406","$797,991","$906,241","$1,224,421","$906,864","$883,782","$887,719","$2,659,424","$1,173,989","$1,789,276","$1,855,633","$1,779,885","$2,089,256","$2,309,157","$2,335,953","$4,403,467","$2,502,461","$2,422,177","$2,399,648","$2,466,979","$3,122,707",,,,
1993,10097,1097,"Eastern Transportation Services, Inc.",Inactive,Full Reporter,Bangor,ME,1990,"Bangor, ME",328,71,"61,402",Pre 2016,"$1,456,933","$1,755,319","$1,871,735",,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10098,1098,"Western Maine Transportation Services, Inc.(WMTS)",Active,Full Reporter,Auburn,ME,2010,"Lewiston, ME",446,35,"59,397",Existing 2016,"$2,268,648","$2,944,847","$2,043,144","$2,005,438","$2,141,673",$0,$0,"$4,684,115","$3,533,131","$1,846,248","$2,534,553","$2,784,947","$3,108,515","$2,383,474","$2,551,250","$2,641,258","$2,849,786",$0,$0,"$4,175,579","$2,112,487","$2,158,266","$2,325,749","$2,702,007","$2,635,710","$4,224,580",,,,
2016,10099,1099,York County Community Action Corporation(YCCAC),Active,Reduced Reporter,Sanford,ME,2010,"Portsmouth, NH-ME",329,93,"88,200",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,286,479","$5,588,640","$3,448,926","$3,020,071","$3,005,212",,,,
1995,10101,1101,Kenneth Hudson Inc. dba Hudson Bus Lines,Inactive,Full Reporter,Lewiston,ME,1990,"Lewiston--Auburn, ME",292,84,"71,598",Pre 2016,"$519,813","$506,881","$487,256","$483,756","$508,016",,,,,,,,,,,,,,,,,,,,,,,,,
2016,10102,1102,Connecticut Department of Transportation(CDOT),Active,Full Reporter,Newington,CT,2010,"Hartford, CT",47,516,"924,859",Existing 2016,"$141,907,557","$127,838,121","$130,791,678","$126,870,451","$124,901,981","$12,752,994","$13,333,075","$11,411,778","$10,993,211","$11,582,022","$14,847,232","$15,605,121","$15,805,933","$16,792,915","$18,271,241","$21,262,951","$23,041,356","$15,031,841","$22,115,623","$25,022,712","$29,736,619","$27,174,802","$29,917,298","$34,135,228","$37,231,361","$36,464,474",,,,
2003,10103,1103,City of Stamford Dial-A-Ride,Inactive,Reduced Reporter,Stamford,CT,2000,"Bridgeport-Stamford, CT-NY",41,465,"888,890",Pre 2016,$0,"$399,112","$418,256","$280,357",$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,,,,,,,,,,,,,,
2000,10104,1104,Greater Waterbury Transit District,Inactive,Full Reporter,Waterbury,CT,1990,"Waterbury, CT",144,73,"175,067",Pre 2016,"$1,252,292","$447,581","$499,630","$511,500",$0,$0,"$1,843,035","$812,372","$1,429,817","$1,778,055",,,,,,,,,,,,,,,,,,,,
2016,10105,1105,Cape Cod Regional Transit Authority(CCRTA),Active,Full Reporter,Hyannis,MA,2010,"Barnstable Town, MA",152,277,"246,695",Existing 2016,$0,$0,"$3,336,992","$4,573,624","$3,686,137","$4,325,030","$5,336,218","$6,341,997","$4,888,204","$5,237,025","$7,976,605","$14,263,945","$10,115,751","$8,756,417","$9,246,218","$14,532,334","$12,864,655","$14,927,610","$13,008,032","$18,800,088","$16,622,498","$20,799,695","$22,456,312","$23,738,728","$26,394,154","$28,601,470",,,,
2016,10107,1107,Milford Transit District(MTD),Active,Full Reporter,Milford,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",Existing 2016,$0,$0,$0,$0,"$1,063,918","$1,212,617","$1,174,915","$2,131,053","$2,461,404","$3,150,229","$3,134,900",$0,"$2,050,699","$2,280,060","$2,378,528","$2,095,515","$2,374,302","$2,671,337","$3,737,635","$3,195,246","$2,551,095","$3,125,683","$2,814,677","$2,902,548","$3,073,648","$3,239,877",,,,
2015,10108,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company(GHRC),Inactive,Full Reporter,Bloomfield,CT,2010,"Hartford, CT",47,516,"924,859",Pre 2016,$0,$0,$0,$0,$0,$0,$0,"$3,768,533","$2,779,197","$3,355,165","$3,788,535","$4,578,269",$0,"$2,752,370","$2,911,734","$2,997,042","$3,665,711","$4,050,917","$4,088,380","$2,959,430","$3,030,863","$3,353,181","$3,927,054","$4,878,047","$394,714",,,,,
2002,10109,1109,"Comsis Mobility Services, Inc., dba: Intelitran(Ride)",Inactive,Full Reporter,Providence,RI,2000,"Providence, RI-MA",34,504,"1,174,548",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,756,139","$7,161,178","$7,748,090",,,,,,,,,,,,,,,,,,
2010,10110,1110,"2Plus Partners in Transportation, Inc(2Plus)",Inactive,Full Reporter,Rocky Hill,CT,2000,"Bridgeport-Stamford, CT-NY",41,465,"888,890",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$565,182","$450,481","$591,510","$461,526",,,,,,,,,,
2016,10112,1112,South Portland Bus Service(SPBS),Active,Reduced Reporter,South Portland,ME,2010,"Portland, ME",177,136,"203,914",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,193,121","$1,145,275","$2,428,216","$1,481,007","$1,281,488",,,,
2016,10114,1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus(ShuttleBus),Active,Reduced Reporter,Biddeford,ME,2010,"Portland, ME",177,136,"203,914",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,646,127","$1,645,223","$2,144,420","$2,249,119","$2,567,316","$2,569,013",,,,
2016,10115,1115,Northern New England Passenger Rail Authority(NNEPRA),Active,Full Reporter,Portland,ME,2010,"Portland, ME",177,136,"203,914",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$10,817,963","$7,375,591","$13,588,643","$13,194,281","$15,817,222","$16,884,883","$31,560,850","$27,259,991","$22,271,300","$19,910,029","$20,523,400","$32,439,443",,,,
2010,10116,1116,Bonanza(BZ),Inactive,Full Reporter,Providence,RI,2000,"Providence, RI-MA",34,504,"1,174,548",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,599,505","$3,253,426","$2,506,209","$2,400,406","$1,989,923",$0,,,,,,,,,,
2016,10117,1117,Plymouth & Brockton Street Railway Company(pbsr),Active,Reduced Reporter,Plymouth,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,962,590","$5,010,351","$5,871,159","$5,668,836","$6,180,050","$7,176,612",,,,
2016,10118,1118,MetroWest Regional Transit Authority(MWRTA),Active,Full Reporter,Framingham,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,377,205","$6,362,608","$8,251,583","$6,508,907","$6,868,131","$7,523,326","$11,451,727","$13,950,646","$12,098,155",,,,
2016,10119,1119,University Of New Hampshire - University Transportation Services(UNH UTS),Active,Full Reporter,Durham,NH,2010,"Dover-Rochester, NH-ME",331,66,"88,087",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,123,018","$3,842,922","$3,673,191","$3,616,830","$5,668,026","$3,973,308","$4,656,612","$5,412,959",,,,
2016,10121,1121,Androscoggin Valley Council of Governments(AVCOG),Active,Planning Reporter,Auburn,ME,2010,"Lewiston, ME",446,35,"59,397",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,"$91,073","$81,439","$59,809",,,,
2016,10122,1122,"Jalbert Leasing, Inc. dba C&J",Active,Reduced Reporter,Portsmouth,NH,2010,"Portsmouth, NH-ME",329,93,"88,200",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$8,776,446","$10,753,121","$10,405,106","$12,451,028","$13,173,139","$13,471,968",,,,
2016,10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation(CART),Active,Reduced Reporter,Salem,NH,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$387,705","$627,013","$546,588","$504,743","$451,043","$562,706",,,,
2011,10124,1124,City of Bridgeport(BPT),Inactive,Full Reporter,Bridgeport,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$21,135",,,,,,,,,
2015,10125,1125,Berkshire Regional Transit Authority Council on Aging(BRTA),Inactive,Reduced Reporter,Pittsfield,MA,2010,"Pittsfield, MA",448,34,"59,124",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$793,149","$575,567","$706,277","$1,264,542","$777,175",,,,,
2015,10126,1126,Worcester Regional Transit Authority COA(WRTA COA),Inactive,Full Reporter,Worcester,MA,2010,"Worcester, MA-CT",81,304,"486,514",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$653,508","$804,421","$719,445","$1,373,310","$711,031",,,,,
2016,10127,1127,City of Stamford,Active,Building Reporter,Stamford,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$8,949,367","$13,536,190","$2,851,397","$3,987,549","$4,974,864","$6,172,890",,,,
2016,10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Active,Full Reporter,Waterbury,CT,2010,"Waterbury, CT",185,90,"194,535",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$27,115,649","$11,635,051","$14,159,107","$14,168,323","$14,786,215","$16,973,469",,,,
2016,10129,1129,Massachusetts Department of Transportation(MassDOT),Active,Full Reporter,Boston,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,"$1,035,391","$917,543",,,,
